output is 
22676 0.792157 0.792157
22677 0.560784 0.560784
22678 0.701961 0.701961
22679 0.788235 0.788235
22680 0.560784 0.560784
22681 0.701961 0.701961
22682 0.788235 0.788235
22683 0.560784 0.560784
22684 0.701961 0.701961
22685 0.788235 0.788235
22686 0.560784 0.560784
22687 0.701961 0.701961
22688 0.788235 0.788235
22689 0.560784 0.560784
22690 0.701961 0.701961
22691 0.788235 0.788235
22692 0.560784 0.560784
22693 0.701961 0.701961
22694 0.788235 0.788235
22695 0.560784 0.560784
22696 0.701961 0.701961
22697 0.788235 0.788235
22698 0.560784 0.560784
22699 0.701961 0.701961
22700 0.788235 0.788235
22701 0.560784 0.560784
22702 0.701961 0.701961
22703 0.788235 0.788235
22704 0.556863 0.556863
22705 0.698039 0.698039
22706 0.784314 0.784314
22707 0.556863 0.556863
22708 0.698039 0.698039
22709 0.784314 0.784314
22710 0.556863 0.556863
22711 0.698039 0.698039
22712 0.784314 0.784314
22713 0.556863 0.556863
22714 0.698039 0.698039
22715 0.784314 0.784314
22716 0.552941 0.552941
22717 0.694118 0.694118
22718 0.780392 0.780392
22719 0.552941 0.552941
22720 0.694118 0.694118
22721 0.780392 0.780392
22722 0.552941 0.552941
22723 0.694118 0.694118
22724 0.780392 0.780392
22725 0.552941 0.552941
22726 0.694118 0.694118
22727 0.780392 0.780392
22728 0.552941 0.552941
22729 0.694118 0.694118
22730 0.780392 0.780392
22731 0.552941 0.552941
22732 0.694118 0.694118
22733 0.784314 0.784314
22734 0.552941 0.552941
22735 0.694118 0.694118
22736 0.788235 0.788235
22737 0.54902 0.54902
22738 0.690196 0.690196
22739 0.784314 0.784314
22740 0.54902 0.54902
22741 0.690196 0.690196
22742 0.784314 0.784314
22743 0.54902 0.54902
22744 0.690196 0.690196
22745 0.784314 0.784314
22746 0.54902 0.54902
22747 0.690196 0.690196
22748 0.784314 0.784314
22749 0.545098 0.545098
22750 0.686275 0.686275
22751 0.780392 0.780392
22752 0.545098 0.545098
22753 0.686275 0.686275
22754 0.780392 0.780392
22755 0.545098 0.545098
22756 0.686275 0.686275
22757 0.780392 0.780392
22758 0.545098 0.545098
22759 0.686275 0.686275
22760 0.780392 0.780392
22761 0.545098 0.545098
22762 0.686275 0.686275
22763 0.780392 0.780392
22764 0.545098 0.545098
22765 0.686275 0.686275
22766 0.780392 0.780392
22767 0.54902 0.54902
22768 0.682353 0.682353
22769 0.780392 0.780392
22770 0.54902 0.54902
22771 0.682353 0.682353
22772 0.780392 0.780392
22773 0.545098 0.545098
22774 0.678431 0.678431
22775 0.776471 0.776471
22776 0.545098 0.545098
22777 0.678431 0.678431
22778 0.776471 0.776471
22779 0.545098 0.545098
22780 0.678431 0.678431
22781 0.776471 0.776471
22782 0.545098 0.545098
22783 0.678431 0.678431
22784 0.776471 0.776471
22785 0.541176 0.541176
22786 0.682353 0.682353
22787 0.776471 0.776471
22788 0.537255 0.537255
22789 0.678431 0.678431
22790 0.772549 0.772549
22791 0.537255 0.537255
22792 0.678431 0.678431
22793 0.772549 0.772549
22794 0.537255 0.537255
22795 0.678431 0.678431
22796 0.772549 0.772549
22797 0.537255 0.537255
22798 0.678431 0.678431
22799 0.772549 0.772549
22800 0.537255 0.537255
22801 0.678431 0.678431
22802 0.772549 0.772549
22803 0.533333 0.533333
22804 0.67451 0.67451
22805 0.768628 0.768628
22806 0.533333 0.533333
22807 0.67451 0.67451
22808 0.768628 0.768628
22809 0.533333 0.533333
22810 0.67451 0.67451
22811 0.768628 0.768628
22812 0.533333 0.533333
22813 0.67451 0.67451
22814 0.768628 0.768628
22815 0.529412 0.529412
22816 0.670588 0.670588
22817 0.764706 0.764706
22818 0.529412 0.529412
22819 0.670588 0.670588
22820 0.764706 0.764706
22821 0.529412 0.529412
22822 0.670588 0.670588
22823 0.764706 0.764706
22824 0.529412 0.529412
22825 0.670588 0.670588
22826 0.764706 0.764706
22827 0.52549 0.52549
22828 0.666667 0.666667
22829 0.760784 0.760784
22830 0.52549 0.52549
22831 0.666667 0.666667
22832 0.760784 0.760784
22833 0.521569 0.521569
22834 0.662745 0.662745
22835 0.756863 0.756863
22836 0.521569 0.521569
22837 0.662745 0.662745
22838 0.756863 0.756863
22839 0.521569 0.521569
22840 0.662745 0.662745
22841 0.756863 0.756863
22842 0.521569 0.521569
22843 0.662745 0.662745
22844 0.756863 0.756863
22845 0.517647 0.517647
22846 0.658824 0.658824
22847 0.752941 0.752941
22848 0.517647 0.517647
22849 0.658824 0.658824
22850 0.752941 0.752941
22851 0.513726 0.513726
22852 0.658824 0.658824
22853 0.756863 0.756863
22854 0.509804 0.509804
22855 0.654902 0.654902
22856 0.756863 0.756863
22857 0.509804 0.509804
22858 0.654902 0.654902
22859 0.756863 0.756863
22860 0.505882 0.505882
22861 0.65098 0.65098
22862 0.752941 0.752941
22863 0.505882 0.505882
22864 0.65098 0.65098
22865 0.752941 0.752941
22866 0.505882 0.505882
22867 0.65098 0.65098
22868 0.752941 0.752941
22869 0.505882 0.505882
22870 0.65098 0.65098
22871 0.752941 0.752941
22872 0.501961 0.501961
22873 0.647059 0.647059
22874 0.74902 0.74902
22875 0.501961 0.501961
22876 0.647059 0.647059
22877 0.74902 0.74902
22878 0.501961 0.501961
22879 0.647059 0.647059
22880 0.74902 0.74902
22881 0.498039 0.498039
22882 0.643137 0.643137
22883 0.745098 0.745098
22884 0.498039 0.498039
22885 0.643137 0.643137
22886 0.745098 0.745098
22887 0.498039 0.498039
22888 0.643137 0.643137
22889 0.745098 0.745098
22890 0.494118 0.494118
22891 0.639216 0.639216
22892 0.741176 0.741176
22893 0.494118 0.494118
22894 0.639216 0.639216
22895 0.741176 0.741176
22896 0.498039 0.498039
22897 0.643137 0.643137
22898 0.745098 0.745098
22899 0.494118 0.494118
22900 0.639216 0.639216
22901 0.741176 0.741176
22902 0.494118 0.494118
22903 0.635294 0.635294
22904 0.737255 0.737255
22905 0.494118 0.494118
22906 0.635294 0.635294
22907 0.737255 0.737255
22908 0.494118 0.494118
22909 0.635294 0.635294
22910 0.737255 0.737255
22911 0.494118 0.494118
22912 0.635294 0.635294
22913 0.737255 0.737255
22914 0.494118 0.494118
22915 0.635294 0.635294
22916 0.737255 0.737255
22917 0.494118 0.494118
22918 0.635294 0.635294
22919 0.737255 0.737255
22920 0.486275 0.486275
22921 0.631373 0.631373
22922 0.733333 0.733333
22923 0.482353 0.482353
22924 0.631373 0.631373
22925 0.733333 0.733333
22926 0.482353 0.482353
22927 0.627451 0.627451
22928 0.729412 0.729412
22929 0.486275 0.486275
22930 0.631373 0.631373
22931 0.733333 0.733333
22932 0.482353 0.482353
22933 0.627451 0.627451
22934 0.729412 0.729412
22935 0.482353 0.482353
22936 0.627451 0.627451
22937 0.729412 0.729412
22938 0.482353 0.482353
22939 0.627451 0.627451
22940 0.729412 0.729412
22941 0.482353 0.482353
22942 0.627451 0.627451
22943 0.729412 0.729412
22944 0.482353 0.482353
22945 0.627451 0.627451
22946 0.729412 0.729412
22947 0.478431 0.478431
22948 0.623529 0.623529
22949 0.72549 0.72549
22950 0.47451 0.47451
22951 0.619608 0.619608
22952 0.721569 0.721569
22953 0.47451 0.47451
22954 0.619608 0.619608
22955 0.721569 0.721569
22956 0.47451 0.47451
22957 0.619608 0.619608
22958 0.721569 0.721569
22959 0.470588 0.470588
22960 0.615686 0.615686
22961 0.717647 0.717647
22962 0.47451 0.47451
22963 0.619608 0.619608
22964 0.721569 0.721569
22965 0.47451 0.47451
22966 0.619608 0.619608
22967 0.721569 0.721569
22968 0.470588 0.470588
22969 0.615686 0.615686
22970 0.717647 0.717647
22971 0.470588 0.470588
22972 0.615686 0.615686
22973 0.717647 0.717647
22974 0.470588 0.470588
22975 0.615686 0.615686
22976 0.717647 0.717647
22977 0.470588 0.470588
22978 0.615686 0.615686
22979 0.717647 0.717647
22980 0.466667 0.466667
22981 0.611765 0.611765
22982 0.713726 0.713726
22983 0.462745 0.462745
22984 0.607843 0.607843
22985 0.709804 0.709804
22986 0.462745 0.462745
22987 0.607843 0.607843
22988 0.709804 0.709804
22989 0.462745 0.462745
22990 0.607843 0.607843
22991 0.709804 0.709804
22992 0.462745 0.462745
22993 0.607843 0.607843
22994 0.709804 0.709804
22995 0.458824 0.458824
22996 0.603922 0.603922
22997 0.705882 0.705882
22998 0.462745 0.462745
22999 0.607843 0.607843
23000 0.709804 0.709804
23001 0.458824 0.458824
23002 0.603922 0.603922
23003 0.705882 0.705882
23004 0.458824 0.458824
23005 0.603922 0.603922
23006 0.705882 0.705882
23007 0.454902 0.454902
23008 0.6 0.6
23009 0.701961 0.701961
23010 0.454902 0.454902
23011 0.6 0.6
23012 0.701961 0.701961
23013 0.454902 0.454902
23014 0.6 0.6
23015 0.701961 0.701961
23016 0.454902 0.454902
23017 0.6 0.6
23018 0.701961 0.701961
23019 0.45098 0.45098
23020 0.596078 0.596078
23021 0.698039 0.698039
23022 0.447059 0.447059
23023 0.592157 0.592157
23024 0.694118 0.694118
23025 0.447059 0.447059
23026 0.592157 0.592157
23027 0.694118 0.694118
23028 0.443137 0.443137
23029 0.588235 0.588235
23030 0.690196 0.690196
23031 0.443137 0.443137
23032 0.588235 0.588235
23033 0.690196 0.690196
23034 0.439216 0.439216
23035 0.584314 0.584314
23036 0.686275 0.686275
23037 0.435294 0.435294
23038 0.580392 0.580392
23039 0.682353 0.682353
23040 0.568627 0.568627
23041 0.709804 0.709804
23042 0.796079 0.796079
23043 0.568627 0.568627
23044 0.709804 0.709804
23045 0.796079 0.796079
23046 0.568627 0.568627
23047 0.709804 0.709804
23048 0.796079 0.796079
23049 0.568627 0.568627
23050 0.709804 0.709804
23051 0.8 0.8
23052 0.568627 0.568627
23053 0.709804 0.709804
23054 0.8 0.8
23055 0.568627 0.568627
23056 0.709804 0.709804
23057 0.8 0.8
23058 0.568627 0.568627
23059 0.709804 0.709804
23060 0.8 0.8
23061 0.568627 0.568627
23062 0.709804 0.709804
23063 0.8 0.8
23064 0.568627 0.568627
23065 0.709804 0.709804
23066 0.8 0.8
23067 0.572549 0.572549
23068 0.713726 0.713726
23069 0.8 0.8
23070 0.572549 0.572549
23071 0.713726 0.713726
23072 0.8 0.8
23073 0.572549 0.572549
23074 0.713726 0.713726
23075 0.803922 0.803922
23076 0.572549 0.572549
23077 0.713726 0.713726
23078 0.803922 0.803922
23079 0.572549 0.572549
23080 0.713726 0.713726
23081 0.803922 0.803922
23082 0.572549 0.572549
23083 0.713726 0.713726
23084 0.803922 0.803922
23085 0.572549 0.572549
23086 0.713726 0.713726
23087 0.803922 0.803922
23088 0.572549 0.572549
23089 0.713726 0.713726
23090 0.803922 0.803922
23091 0.572549 0.572549
23092 0.713726 0.713726
23093 0.803922 0.803922
23094 0.572549 0.572549
23095 0.713726 0.713726
23096 0.803922 0.803922
23097 0.572549 0.572549
23098 0.713726 0.713726
23099 0.803922 0.803922
23100 0.572549 0.572549
23101 0.713726 0.713726
23102 0.803922 0.803922
23103 0.572549 0.572549
23104 0.713726 0.713726
23105 0.803922 0.803922
23106 0.572549 0.572549
23107 0.713726 0.713726
23108 0.803922 0.803922
23109 0.572549 0.572549
23110 0.713726 0.713726
23111 0.807843 0.807843
23112 0.572549 0.572549
23113 0.713726 0.713726
23114 0.807843 0.807843
23115 0.572549 0.572549
23116 0.713726 0.713726
23117 0.807843 0.807843
23118 0.572549 0.572549
23119 0.713726 0.713726
23120 0.807843 0.807843
23121 0.572549 0.572549
23122 0.713726 0.713726
23123 0.807843 0.807843
23124 0.572549 0.572549
23125 0.713726 0.713726
23126 0.803922 0.803922
23127 0.572549 0.572549
23128 0.713726 0.713726
23129 0.803922 0.803922
23130 0.572549 0.572549
23131 0.713726 0.713726
23132 0.803922 0.803922
23133 0.572549 0.572549
23134 0.717647 0.717647
23135 0.803922 0.803922
23136 0.576471 0.576471
23137 0.717647 0.717647
23138 0.807843 0.807843
23139 0.572549 0.572549
23140 0.717647 0.717647
23141 0.803922 0.803922
23142 0.576471 0.576471
23143 0.717647 0.717647
23144 0.807843 0.807843
23145 0.576471 0.576471
23146 0.717647 0.717647
23147 0.807843 0.807843
23148 0.576471 0.576471
23149 0.717647 0.717647
23150 0.807843 0.807843
23151 0.576471 0.576471
23152 0.717647 0.717647
23153 0.807843 0.807843
23154 0.576471 0.576471
23155 0.717647 0.717647
23156 0.807843 0.807843
23157 0.576471 0.576471
23158 0.717647 0.717647
23159 0.807843 0.807843
23160 0.576471 0.576471
23161 0.717647 0.717647
23162 0.811765 0.811765
23163 0.576471 0.576471
23164 0.717647 0.717647
23165 0.811765 0.811765
23166 0.576471 0.576471
23167 0.717647 0.717647
23168 0.811765 0.811765
23169 0.576471 0.576471
23170 0.717647 0.717647
23171 0.811765 0.811765
23172 0.576471 0.576471
23173 0.717647 0.717647
23174 0.811765 0.811765
23175 0.576471 0.576471
23176 0.717647 0.717647
23177 0.811765 0.811765
23178 0.576471 0.576471
23179 0.717647 0.717647
23180 0.811765 0.811765
23181 0.576471 0.576471
23182 0.717647 0.717647
23183 0.811765 0.811765
23184 0.576471 0.576471
23185 0.717647 0.717647
23186 0.811765 0.811765
23187 0.576471 0.576471
23188 0.717647 0.717647
23189 0.811765 0.811765
23190 0.576471 0.576471
23191 0.717647 0.717647
23192 0.811765 0.811765
23193 0.580392 0.580392
23194 0.721569 0.721569
23195 0.807843 0.807843
23196 0.580392 0.580392
23197 0.721569 0.721569
23198 0.807843 0.807843
23199 0.580392 0.580392
23200 0.721569 0.721569
23201 0.807843 0.807843
23202 0.580392 0.580392
23203 0.721569 0.721569
23204 0.807843 0.807843
23205 0.580392 0.580392
23206 0.721569 0.721569
23207 0.807843 0.807843
23208 0.580392 0.580392
23209 0.721569 0.721569
23210 0.807843 0.807843
23211 0.580392 0.580392
23212 0.721569 0.721569
23213 0.807843 0.807843
23214 0.580392 0.580392
23215 0.721569 0.721569
23216 0.807843 0.807843
23217 0.580392 0.580392
23218 0.721569 0.721569
23219 0.807843 0.807843
23220 0.580392 0.580392
23221 0.721569 0.721569
23222 0.811765 0.811765
23223 0.580392 0.580392
23224 0.721569 0.721569
23225 0.811765 0.811765
23226 0.580392 0.580392
23227 0.721569 0.721569
23228 0.811765 0.811765
23229 0.580392 0.580392
23230 0.721569 0.721569
23231 0.811765 0.811765
23232 0.580392 0.580392
23233 0.721569 0.721569
23234 0.811765 0.811765
23235 0.580392 0.580392
23236 0.721569 0.721569
23237 0.811765 0.811765
23238 0.580392 0.580392
23239 0.721569 0.721569
23240 0.811765 0.811765
23241 0.580392 0.580392
23242 0.721569 0.721569
23243 0.811765 0.811765
23244 0.584314 0.584314
23245 0.717647 0.717647
23246 0.811765 0.811765
23247 0.584314 0.584314
23248 0.717647 0.717647
23249 0.815686 0.815686
23250 0.584314 0.584314
23251 0.717647 0.717647
23252 0.815686 0.815686
23253 0.580392 0.580392
23254 0.717647 0.717647
23255 0.811765 0.811765
23256 0.580392 0.580392
23257 0.717647 0.717647
23258 0.811765 0.811765
23259 0.580392 0.580392
23260 0.717647 0.717647
23261 0.811765 0.811765
23262 0.576471 0.576471
23263 0.717647 0.717647
23264 0.811765 0.811765
23265 0.576471 0.576471
23266 0.717647 0.717647
23267 0.811765 0.811765
23268 0.576471 0.576471
23269 0.717647 0.717647
23270 0.811765 0.811765
23271 0.576471 0.576471
23272 0.717647 0.717647
23273 0.811765 0.811765
23274 0.576471 0.576471
23275 0.717647 0.717647
23276 0.811765 0.811765
23277 0.576471 0.576471
23278 0.717647 0.717647
23279 0.807843 0.807843
23280 0.580392 0.580392
23281 0.717647 0.717647
23282 0.803922 0.803922
23283 0.580392 0.580392
23284 0.717647 0.717647
23285 0.803922 0.803922
23286 0.580392 0.580392
23287 0.717647 0.717647
23288 0.803922 0.803922
23289 0.580392 0.580392
23290 0.717647 0.717647
23291 0.803922 0.803922
23292 0.580392 0.580392
23293 0.717647 0.717647
23294 0.803922 0.803922
23295 0.576471 0.576471
23296 0.717647 0.717647
23297 0.803922 0.803922
23298 0.572549 0.572549
23299 0.717647 0.717647
23300 0.8 0.8
23301 0.576471 0.576471
23302 0.717647 0.717647
23303 0.8 0.8
23304 0.576471 0.576471
23305 0.721569 0.721569
23306 0.8 0.8
23307 0.576471 0.576471
23308 0.717647 0.717647
23309 0.8 0.8
23310 0.576471 0.576471
23311 0.721569 0.721569
23312 0.8 0.8
23313 0.580392 0.580392
23314 0.717647 0.717647
23315 0.8 0.8
23316 0.580392 0.580392
23317 0.717647 0.717647
23318 0.8 0.8
23319 0.580392 0.580392
23320 0.717647 0.717647
23321 0.8 0.8
23322 0.580392 0.580392
23323 0.717647 0.717647
23324 0.8 0.8
23325 0.580392 0.580392
23326 0.717647 0.717647
23327 0.8 0.8
23328 0.576471 0.576471
23329 0.717647 0.717647
23330 0.8 0.8
23331 0.576471 0.576471
23332 0.717647 0.717647
23333 0.807843 0.807843
23334 0.576471 0.576471
23335 0.717647 0.717647
23336 0.807843 0.807843
23337 0.572549 0.572549
23338 0.713726 0.713726
23339 0.803922 0.803922
23340 0.572549 0.572549
23341 0.713726 0.713726
23342 0.803922 0.803922
23343 0.572549 0.572549
23344 0.713726 0.713726
23345 0.803922 0.803922
23346 0.576471 0.576471
23347 0.717647 0.717647
23348 0.807843 0.807843
23349 0.576471 0.576471
23350 0.713726 0.713726
23351 0.807843 0.807843
23352 0.572549 0.572549
23353 0.713726 0.713726
23354 0.803922 0.803922
23355 0.572549 0.572549
23356 0.713726 0.713726
23357 0.803922 0.803922
23358 0.572549 0.572549
23359 0.713726 0.713726
23360 0.803922 0.803922
23361 0.572549 0.572549
23362 0.713726 0.713726
23363 0.803922 0.803922
23364 0.576471 0.576471
23365 0.713726 0.713726
23366 0.8 0.8
23367 0.576471 0.576471
23368 0.713726 0.713726
23369 0.8 0.8
23370 0.576471 0.576471
23371 0.713726 0.713726
23372 0.8 0.8
23373 0.576471 0.576471
23374 0.713726 0.713726
23375 0.8 0.8
23376 0.576471 0.576471
23377 0.713726 0.713726
23378 0.8 0.8
23379 0.576471 0.576471
23380 0.713726 0.713726
23381 0.8 0.8
23382 0.572549 0.572549
23383 0.709804 0.709804
23384 0.792157 0.792157
23385 0.576471 0.576471
23386 0.713726 0.713726
23387 0.796079 0.796079
23388 0.572549 0.572549
23389 0.709804 0.709804
23390 0.792157 0.792157
23391 0.572549 0.572549
23392 0.709804 0.709804
23393 0.792157 0.792157
23394 0.572549 0.572549
23395 0.709804 0.709804
23396 0.792157 0.792157
23397 0.572549 0.572549
23398 0.709804 0.709804
23399 0.792157 0.792157
23400 0.572549 0.572549
23401 0.709804 0.709804
23402 0.796079 0.796079
23403 0.572549 0.572549
23404 0.709804 0.709804
23405 0.796079 0.796079
23406 0.572549 0.572549
23407 0.709804 0.709804
23408 0.796079 0.796079
23409 0.572549 0.572549
23410 0.709804 0.709804
23411 0.796079 0.796079
23412 0.572549 0.572549
23413 0.709804 0.709804
23414 0.796079 0.796079
23415 0.568627 0.568627
23416 0.705882 0.705882
23417 0.796079 0.796079
23418 0.568627 0.568627
23419 0.705882 0.705882
23420 0.796079 0.796079
23421 0.568627 0.568627
23422 0.705882 0.705882
23423 0.796079 0.796079
23424 0.568627 0.568627
23425 0.705882 0.705882
23426 0.796079 0.796079
23427 0.568627 0.568627
23428 0.705882 0.705882
23429 0.796079 0.796079
23430 0.568627 0.568627
23431 0.705882 0.705882
23432 0.792157 0.792157
23433 0.568627 0.568627
23434 0.705882 0.705882
23435 0.788235 0.788235
23436 0.568627 0.568627
23437 0.705882 0.705882
23438 0.788235 0.788235
23439 0.568627 0.568627
23440 0.705882 0.705882
23441 0.788235 0.788235
23442 0.564706 0.564706
23443 0.701961 0.701961
23444 0.784314 0.784314
23445 0.564706 0.564706
23446 0.701961 0.701961
23447 0.784314 0.784314
23448 0.564706 0.564706
23449 0.701961 0.701961
23450 0.784314 0.784314
23451 0.564706 0.564706
23452 0.701961 0.701961
23453 0.788235 0.788235
23454 0.564706 0.564706
23455 0.701961 0.701961
23456 0.788235 0.788235
23457 0.564706 0.564706
23458 0.701961 0.701961
23459 0.788235 0.788235
23460 0.564706 0.564706
23461 0.701961 0.701961
23462 0.788235 0.788235
23463 0.564706 0.564706
23464 0.701961 0.701961
23465 0.788235 0.788235
23466 0.556863 0.556863
23467 0.698039 0.698039
23468 0.792157 0.792157
23469 0.556863 0.556863
23470 0.698039 0.698039
23471 0.792157 0.792157
23472 0.556863 0.556863
23473 0.698039 0.698039
23474 0.788235 0.788235
23475 0.556863 0.556863
23476 0.698039 0.698039
23477 0.788235 0.788235
23478 0.556863 0.556863
23479 0.698039 0.698039
23480 0.788235 0.788235
23481 0.556863 0.556863
23482 0.698039 0.698039
23483 0.788235 0.788235
23484 0.556863 0.556863
23485 0.698039 0.698039
23486 0.776471 0.776471
23487 0.556863 0.556863
23488 0.694118 0.694118
23489 0.776471 0.776471
23490 0.556863 0.556863
23491 0.694118 0.694118
23492 0.776471 0.776471
23493 0.556863 0.556863
23494 0.694118 0.694118
23495 0.776471 0.776471
23496 0.556863 0.556863
23497 0.694118 0.694118
23498 0.776471 0.776471
23499 0.556863 0.556863
23500 0.694118 0.694118
23501 0.780392 0.780392
23502 0.556863 0.556863
23503 0.694118 0.694118
23504 0.784314 0.784314
23505 0.552941 0.552941
23506 0.694118 0.694118
23507 0.780392 0.780392
23508 0.552941 0.552941
23509 0.690196 0.690196
23510 0.780392 0.780392
23511 0.552941 0.552941
23512 0.690196 0.690196
23513 0.780392 0.780392
23514 0.552941 0.552941
23515 0.690196 0.690196
23516 0.780392 0.780392
23517 0.54902 0.54902
23518 0.690196 0.690196
23519 0.776471 0.776471
23520 0.54902 0.54902
23521 0.686275 0.686275
23522 0.776471 0.776471
23523 0.54902 0.54902
23524 0.686275 0.686275
23525 0.776471 0.776471
23526 0.54902 0.54902
23527 0.686275 0.686275
23528 0.776471 0.776471
23529 0.54902 0.54902
23530 0.686275 0.686275
23531 0.776471 0.776471
23532 0.54902 0.54902
23533 0.686275 0.686275
23534 0.776471 0.776471
23535 0.545098 0.545098
23536 0.686275 0.686275
23537 0.776471 0.776471
23538 0.545098 0.545098
23539 0.682353 0.682353
23540 0.772549 0.772549
23541 0.541176 0.541176
23542 0.682353 0.682353
23543 0.772549 0.772549
23544 0.541176 0.541176
23545 0.682353 0.682353
23546 0.772549 0.772549
23547 0.541176 0.541176
23548 0.682353 0.682353
23549 0.772549 0.772549
23550 0.541176 0.541176
23551 0.682353 0.682353
23552 0.772549 0.772549
23553 0.537255 0.537255
23554 0.678431 0.678431
23555 0.772549 0.772549
23556 0.537255 0.537255
23557 0.678431 0.678431
23558 0.772549 0.772549
23559 0.537255 0.537255
23560 0.678431 0.678431
23561 0.772549 0.772549
23562 0.537255 0.537255
23563 0.678431 0.678431
23564 0.772549 0.772549
23565 0.537255 0.537255
23566 0.678431 0.678431
23567 0.772549 0.772549
23568 0.533333 0.533333
23569 0.67451 0.67451
23570 0.768628 0.768628
23571 0.533333 0.533333
23572 0.67451 0.67451
23573 0.768628 0.768628
23574 0.529412 0.529412
23575 0.670588 0.670588
23576 0.764706 0.764706
23577 0.529412 0.529412
23578 0.670588 0.670588
23579 0.764706 0.764706
23580 0.529412 0.529412
23581 0.670588 0.670588
23582 0.764706 0.764706
23583 0.529412 0.529412
23584 0.670588 0.670588
23585 0.764706 0.764706
23586 0.52549 0.52549
23587 0.666667 0.666667
23588 0.760784 0.760784
23589 0.52549 0.52549
23590 0.666667 0.666667
23591 0.760784 0.760784
23592 0.52549 0.52549
23593 0.666667 0.666667
